temperature,ph_level,turbidity,temp_delta,ph_delta,turb_delta,is_safe
25.67,7.43,34.39,0.19,0.0,-1.14,1
29.86,6.87,66.17,0.17,0.0,0.18,1
31.5,7.15,30.56,-2.23,-0.98,28.16,0
29.39,8.03,77.21,0.17,0.05,-0.97,1
28.94,7.79,32.97,0.06,-0.02,-0.01,1
25.58,7.02,40.46,0.09,0.01,0.52,1
26.23,7.7,64.89,0.09,-0.07,0.57,1
27.61,7.05,65.21,-0.15,0.07,1.31,1
31.93,7.68,38.05,0.15,-0.09,0.99,1
25.36,8.17,49.2,0.26,-0.02,-0.63,1
30.01,7.09,68.94,2.13,-0.55,33.36,0
28.44,7.45,40.17,0.07,0.04,-0.61,1
29.78,7.46,67.03,-1.77,0.88,39.87,0
28.66,7.83,45.53,2.92,-0.79,20.07,0
26.47,7.66,67.42,-0.2,0.0,-1.21,1
28.3,7.11,69.67,-0.18,0.1,1.44,1
26.08,6.58,46.19,0.2,0.02,-1.92,1
24.32,9.4,117.01,-0.26,0.05,0.39,0
27.91,7.46,42.03,0.27,0.04,-1.97,1
27.72,7.83,78.29,0.24,0.02,-0.28,1
26.39,8.09,41.31,0.03,-0.01,0.34,1
29.18,6.73,47.52,0.13,-0.02,-1.95,1
21.55,9.0,108.66,0.24,0.01,-1.71,0
27.97,7.03,30.94,-0.04,0.1,0.45,1
26.14,8.29,49.11,0.15,-0.09,1.9,1
31.48,6.86,69.35,-0.15,0.08,-1.57,1
31.04,7.36,65.94,-0.08,-0.07,-0.18,1
27.29,6.62,49.46,0.13,0.06,0.22,1
28.87,8.06,56.71,-0.17,0.02,-1.92,1
30.83,8.45,70.79,2.9,0.99,30.81,0
30.75,7.76,33.64,2.99,-0.65,30.28,0
28.61,6.75,41.64,-0.0,-0.01,-1.43,1
27.5,8.19,73.28,-0.25,0.02,-1.75,1
31.82,7.35,43.49,1.95,-0.84,38.26,0
27.46,7.51,32.34,-2.41,0.75,18.63,0
27.17,6.69,75.77,-0.26,0.04,-0.12,1
31.91,7.39,73.95,0.03,-0.02,-1.24,1
22.23,5.19,139.23,0.19,0.1,-0.62,0
22.78,10.04,108.47,0.17,0.02,1.85,0
33.34,6.1,91.17,-0.29,-0.1,-0.53,0
28.94,7.21,40.76,0.15,0.03,-0.73,1
30.6,7.02,36.98,-0.06,0.04,0.42,1
33.67,9.31,92.96,-0.06,-0.01,-0.09,0
25.18,7.9,74.99,0.22,-0.08,1.44,1
30.64,6.89,69.28,-0.18,-0.06,1.62,1
31.32,7.37,55.23,-0.1,-0.04,1.85,1
23.35,9.89,99.54,0.28,-0.03,-1.71,0
26.51,8.03,61.48,0.29,0.1,1.38,1
30.82,8.02,74.25,0.25,-0.06,1.97,1
30.02,6.62,74.42,-0.01,0.0,0.65,1
26.64,7.19,50.15,2.34,-0.72,32.12,0
34.77,8.98,100.16,0.24,-0.01,-1.02,0
22.05,9.11,119.58,0.08,0.08,-0.39,0
29.83,7.61,68.96,-0.05,0.07,-0.65,1
27.88,7.08,67.47,2.38,-0.58,31.16,0
37.67,4.61,125.87,-0.21,-0.02,-0.36,0
29.55,7.07,39.48,2.68,-0.5,28.3,0
28.43,8.47,53.31,0.08,-0.04,-0.31,1
35.21,9.63,106.53,-0.23,-0.06,1.99,0
27.57,7.12,36.66,0.19,0.07,-0.27,1
30.94,7.48,34.83,0.09,0.06,1.18,1
30.17,7.3,63.26,0.11,-0.06,1.6,1
30.16,7.03,72.92,2.46,-0.54,30.31,0
31.37,7.55,67.8,-0.11,-0.07,1.18,1
31.43,8.27,60.21,-0.1,0.06,1.36,1
26.62,7.53,70.45,-0.06,-0.04,1.89,1
29.35,7.39,45.77,-0.01,0.09,1.25,1
33.17,4.51,100.42,-0.26,0.0,0.85,0
31.97,6.91,62.36,0.11,0.05,-1.88,1
31.11,7.59,58.39,0.13,-0.06,1.83,1
26.86,7.16,56.85,-1.55,-0.99,34.83,0
30.45,7.02,41.74,2.5,-0.58,38.4,0
24.49,9.96,147.52,0.26,-0.04,-1.52,0
22.04,8.94,118.42,0.25,0.02,-1.82,0
31.54,7.82,37.26,0.12,-0.09,1.84,1
28.7,6.69,30.17,0.11,-0.1,1.8,1
36.63,4.63,133.39,0.15,-0.08,-1.51,0
29.71,7.83,70.86,0.1,-0.03,1.24,1
29.23,6.85,34.81,-0.05,-0.1,1.0,1
30.26,6.82,30.74,-1.88,-0.74,28.51,0
29.32,6.68,71.95,0.06,0.03,0.12,1
27.51,6.74,30.13,-0.11,0.08,1.25,1
34.54,8.87,146.36,0.16,0.04,-0.59,0
31.65,7.84,50.64,0.17,-0.08,-0.86,1
29.83,7.67,61.54,-0.03,0.05,-1.77,1
28.76,7.59,78.31,0.18,-0.04,-0.77,1
20.99,5.64,95.73,0.21,0.08,1.48,0
35.56,9.31,144.73,0.29,-0.04,0.11,0
23.24,5.89,119.4,-0.19,0.01,-1.32,0
27.57,6.64,66.9,-1.87,0.61,33.03,0
28.5,7.38,72.01,-2.17,-0.87,29.92,0
20.73,4.06,135.51,-0.02,-0.09,0.67,0
29.19,6.88,76.36,-0.17,-0.05,-0.47,1
25.96,7.66,68.07,-0.26,0.04,-0.58,1
28.35,7.24,70.51,-0.07,0.08,1.67,1
28.28,7.62,41.64,0.04,-0.08,1.57,1
23.13,9.97,88.11,-0.07,0.02,-0.61,0
30.6,6.59,57.41,-2.54,0.98,24.99,0
28.55,7.11,48.45,0.12,0.01,-0.27,1
30.61,7.33,65.11,0.1,0.09,-0.48,1
28.99,7.7,49.1,0.19,0.05,-0.39,1
30.23,8.15,45.35,-0.18,-0.04,0.55,1
25.48,7.64,72.52,0.04,0.06,-0.92,1
25.82,8.15,32.65,-0.0,-0.02,-1.96,1
26.38,7.31,73.43,-0.16,-0.02,-0.99,1
28.71,7.09,69.73,0.25,-0.0,-1.48,1
26.6,8.48,62.74,-0.16,0.04,-1.05,1
27.95,7.36,78.04,0.11,-0.05,-0.98,1
32.97,9.45,103.05,0.1,-0.05,0.05,0
29.42,8.18,39.98,0.1,-0.08,-1.99,1
27.1,7.38,41.38,0.15,0.05,0.93,1
23.2,9.1,120.57,0.25,-0.03,-0.84,0
31.87,7.05,70.31,-0.03,0.01,1.71,1
32.78,4.78,136.65,-0.26,0.08,-1.61,0
25.96,6.52,59.03,-0.2,-0.09,1.31,1
27.67,7.64,46.81,0.06,0.07,-1.45,1
30.55,7.77,67.9,0.21,-0.08,1.79,1
26.15,6.71,52.0,0.25,0.09,1.07,1
27.27,8.09,76.86,0.1,-0.04,-1.71,1
28.85,7.7,43.84,-0.02,-0.04,1.23,1
30.79,8.14,35.07,-2.39,-0.85,20.68,0
26.15,8.37,64.3,-0.24,0.08,0.15,1
26.91,7.83,63.18,0.23,0.04,-1.47,1
35.62,9.23,112.21,-0.11,0.06,-1.5,0
21.34,4.15,103.02,0.23,-0.01,1.63,0
30.16,8.37,59.4,0.15,-0.03,-1.77,1
34.51,8.83,113.41,-0.21,-0.03,1.95,0
30.27,7.16,66.68,0.08,-0.01,-0.8,1
25.48,8.25,68.66,1.94,-0.93,31.81,0
25.59,8.16,40.7,-0.15,-0.02,1.27,1
29.83,7.86,30.66,0.01,-0.05,1.35,1
27.53,6.71,47.94,-2.62,-0.57,26.99,0
28.76,7.52,64.42,-0.28,-0.04,-0.4,1
22.38,5.41,126.6,0.1,0.02,-0.27,0
27.01,7.15,53.53,1.87,-0.77,18.61,0
24.17,9.31,96.94,0.16,0.01,0.83,0
31.72,7.52,32.34,-0.08,-0.08,0.02,1
31.3,7.08,39.48,-1.6,-0.8,20.74,0
28.5,7.59,40.22,0.3,-0.01,0.55,1
29.33,7.64,32.7,0.05,-0.07,-0.64,1
29.18,6.89,51.64,-0.14,0.03,1.94,1
26.73,8.06,40.03,0.18,-0.08,0.08,1
25.34,8.12,31.16,0.12,0.02,0.19,1
31.81,8.19,46.2,0.21,0.07,0.42,1
27.11,7.59,75.06,0.09,-0.05,0.21,1
28.76,6.76,78.61,2.27,-0.7,20.16,0
30.9,7.0,65.5,0.2,0.07,-1.45,1
30.46,7.99,46.98,-0.13,-0.03,1.42,1
31.98,7.36,68.65,-0.21,-0.09,1.83,1
28.61,8.3,44.44,2.72,0.74,18.21,0
27.92,6.94,46.86,-2.59,-0.69,19.57,0
23.42,5.61,108.34,-0.02,0.1,0.38,0
24.13,10.47,109.32,-0.08,0.05,0.89,0
36.85,8.95,126.51,-0.01,-0.09,-1.82,0
29.49,8.44,35.2,-0.3,0.05,1.29,1
29.76,7.77,77.81,-2.53,0.66,29.75,0
25.35,8.42,67.0,0.15,0.1,1.77,1
22.22,9.81,146.29,0.02,-0.01,-1.4,0
26.52,8.34,40.77,-0.02,0.01,-1.36,1
25.24,6.86,39.26,-1.82,-0.63,27.0,0
28.67,8.01,41.64,0.22,0.03,-1.14,1
32.95,4.41,93.86,0.26,-0.04,0.84,0
25.23,8.11,68.54,0.21,-0.05,1.56,1
28.62,7.87,36.41,-0.22,0.07,1.48,1
26.71,6.71,68.62,0.04,0.09,-1.36,1
29.8,6.83,34.14,-0.26,-0.07,-0.24,1
27.07,8.02,68.11,-0.07,0.01,1.41,1
20.41,4.5,143.98,-0.25,0.05,0.37,0
22.93,9.44,115.74,-0.24,-0.03,0.23,0
35.65,4.81,92.39,0.3,0.09,0.69,0
25.51,6.65,55.36,2.04,-0.69,21.27,0
31.87,8.14,39.86,-0.05,0.06,-1.51,1
33.1,5.75,135.6,-0.29,0.04,0.91,0
25.9,7.05,66.22,-0.22,0.09,-0.4,1
28.75,8.2,37.1,0.06,-0.1,0.48,1
28.05,8.39,64.41,-0.25,0.08,-1.36,1
30.17,7.57,46.86,-0.15,-0.08,-0.38,1
25.36,8.07,78.46,0.17,0.03,1.72,1
26.79,7.84,52.17,0.2,-0.06,-0.68,1
25.47,7.93,53.8,-0.19,0.09,-0.67,1
30.12,7.55,55.2,-0.16,-0.07,1.41,1
22.56,10.24,122.94,0.29,0.01,-1.93,0
31.92,7.17,62.47,0.12,-0.05,-1.83,1
32.95,9.02,128.94,0.28,0.03,1.18,0
30.45,8.3,61.72,0.1,-0.07,0.88,1
29.76,6.74,71.53,-0.02,-0.09,1.21,1
31.46,7.92,76.0,-0.29,-0.08,0.22,1
34.26,5.1,99.04,-0.16,0.0,-0.45,0
32.98,5.5,128.52,-0.23,-0.08,1.73,0
30.82,8.48,74.65,0.11,-0.1,0.29,1
25.85,8.04,34.52,0.28,-0.08,1.79,1
34.12,9.93,107.22,0.15,-0.01,-0.76,0
21.6,5.34,149.66,-0.27,0.08,-0.11,0
22.38,4.63,119.79,0.25,0.08,1.2,0
29.43,7.3,44.24,-0.04,0.08,-0.12,1
28.64,7.58,67.06,-0.24,0.02,1.84,1
30.14,8.49,43.72,2.71,-0.57,30.38,0
28.83,7.72,65.34,0.12,0.01,0.69,1
25.3,8.11,31.3,-0.29,0.03,1.8,1
28.65,6.77,65.95,-0.29,-0.07,-1.39,1
26.72,7.23,65.22,-2.92,0.73,24.52,0
25.83,7.34,54.25,-0.09,0.09,0.95,1
27.93,8.3,56.76,2.74,0.89,19.98,0
37.26,5.79,141.07,-0.1,0.06,-0.39,0
22.72,5.15,91.44,-0.15,0.02,0.42,0
30.53,8.41,75.13,0.02,-0.08,1.59,1
34.98,4.42,99.21,0.14,0.08,-1.69,0
30.65,7.48,56.68,0.2,-0.06,-0.13,1
35.73,5.3,129.14,-0.03,0.08,1.06,0
28.48,7.37,69.91,-1.55,0.8,38.25,0
26.34,6.98,66.48,1.58,-0.68,16.83,0
26.79,7.49,72.71,-0.07,-0.08,1.95,1
28.25,8.22,58.91,2.9,-0.51,25.2,0
29.27,7.1,68.1,-0.03,-0.06,0.01,1
30.39,6.52,34.89,0.04,0.06,1.22,1
30.46,8.1,31.78,-0.16,-0.05,-0.39,1
29.39,6.81,54.69,1.73,0.59,22.97,0
28.15,6.9,39.45,-0.01,0.06,0.66,1
33.66,4.35,130.08,0.25,-0.03,-1.71,0
25.47,7.09,58.79,-0.11,-0.08,0.57,1
28.49,6.79,36.47,0.26,0.09,1.86,1
34.09,9.14,142.26,0.04,-0.04,1.84,0
27.77,6.89,30.57,-2.66,-0.84,38.52,0
30.95,8.47,74.2,-0.19,0.01,0.65,1
29.14,6.55,62.21,0.0,-0.04,-1.45,1
28.5,7.43,34.3,0.09,0.1,-1.98,1
29.96,7.73,58.87,-0.03,-0.02,0.89,1
30.24,7.03,54.77,0.19,-0.05,-1.03,1
28.85,6.61,45.36,0.28,0.02,-0.34,1
25.12,6.67,73.34,-0.19,0.03,1.47,1
26.5,7.69,69.61,-0.16,-0.09,-0.47,1
29.27,8.41,48.61,-0.07,0.02,0.21,1
35.28,4.61,143.68,0.24,0.09,-1.1,0
25.7,6.9,73.44,-0.19,0.07,-1.17,1
29.43,7.06,52.61,1.74,-0.54,15.56,0
26.32,7.98,57.96,-0.26,-0.06,0.33,1
26.87,6.56,56.52,-0.26,0.01,-0.15,1
29.64,7.02,50.15,2.21,-0.58,16.98,0
24.14,5.85,101.52,-0.08,0.06,-1.16,0
25.99,8.1,43.32,-0.07,0.04,0.57,1
35.56,10.29,108.22,-0.08,-0.02,-0.3,0
27.63,7.36,33.63,-2.79,0.98,37.7,0
26.26,8.35,58.87,0.23,0.05,1.18,1
25.94,8.01,41.8,-0.26,0.09,1.91,1
27.54,7.56,79.07,0.29,-0.02,1.13,1
30.23,6.6,64.08,0.15,0.08,-1.84,1
27.18,6.62,77.67,0.29,-0.09,-0.7,1
31.13,7.62,37.24,2.24,-0.81,25.75,0
37.63,9.67,105.57,-0.22,0.05,-1.67,0
31.44,8.32,78.6,1.54,0.72,16.57,0
25.1,7.96,76.75,-0.22,0.01,-1.34,1
25.17,7.94,41.91,-2.39,0.6,19.83,0
29.47,6.96,58.92,0.14,-0.05,-1.16,1
25.17,6.68,32.72,0.04,-0.1,-1.29,1
28.72,7.88,69.7,0.06,0.08,1.74,1
30.22,6.99,59.96,-0.14,-0.0,0.6,1
27.45,8.37,62.61,-0.05,-0.09,0.26,1
25.74,8.31,65.96,0.25,-0.03,-0.45,1
35.89,9.48,111.81,0.07,0.06,1.31,0
27.55,8.39,58.22,0.2,0.02,0.47,1
28.21,8.32,75.41,-0.11,0.03,1.35,1
34.06,9.09,138.87,-0.16,-0.04,0.74,0
29.25,7.24,49.32,0.26,-0.06,0.36,1
31.13,7.32,46.44,-1.6,0.66,28.88,0
21.99,10.35,101.93,0.17,-0.05,1.8,0
25.89,6.74,53.09,-0.16,-0.09,0.85,1
25.45,8.04,70.45,0.07,0.09,-0.46,1
29.65,7.8,41.89,-2.12,0.96,33.71,0
29.75,6.72,64.58,-0.03,-0.1,1.39,1
29.49,7.04,37.06,2.08,-0.61,27.87,0
34.77,9.27,126.19,-0.07,0.02,1.98,0
30.97,7.78,58.74,0.12,0.03,1.07,1
29.03,8.09,48.61,-2.71,-0.78,38.3,0
30.78,6.81,59.01,0.04,-0.07,-1.92,1
31.77,6.62,59.53,-2.45,-0.83,28.87,0
26.6,6.75,48.41,0.08,-0.08,-1.48,1
27.99,7.35,44.42,0.13,0.05,-1.83,1
29.92,7.72,35.38,0.06,-0.02,0.84,1
26.1,8.37,74.58,-2.0,-0.64,16.71,0
31.78,7.0,41.85,-0.23,0.08,-0.45,1
25.54,7.79,40.7,-0.03,0.0,-0.33,1
30.17,7.01,57.08,2.01,-0.96,28.86,0
28.43,7.26,66.84,0.17,-0.07,-1.05,1
25.54,8.44,45.8,-0.26,-0.05,-0.8,1
35.27,9.71,147.89,0.08,-0.08,1.38,0
26.07,7.97,42.44,-0.18,-0.08,1.45,1
31.3,6.64,78.11,-0.06,0.03,-0.64,1
22.71,10.3,100.18,0.04,-0.03,1.82,0
36.59,4.14,141.33,0.2,-0.07,1.78,0
26.59,7.39,39.67,-0.23,-0.0,-1.31,1
27.19,7.67,32.38,0.16,0.06,0.71,1
27.39,8.37,41.37,2.88,0.59,23.61,0
26.69,8.46,63.1,0.14,-0.02,0.54,1
27.5,6.87,59.77,1.51,-0.98,21.57,0
30.02,7.08,30.11,-0.01,0.03,1.36,1
25.92,8.34,59.0,-0.15,-0.06,0.34,1
30.47,8.42,56.29,-2.59,-0.96,23.05,0
31.32,7.01,44.32,-1.9,-0.51,31.87,0
26.23,8.24,71.66,0.25,0.03,-0.01,1
28.07,6.76,41.73,-0.23,-0.07,1.57,1
28.43,6.69,48.43,0.17,0.03,1.28,1
28.63,8.08,31.46,1.53,-0.73,37.26,0
25.8,6.6,64.8,0.13,-0.08,0.23,1
29.28,8.33,51.31,-2.15,-0.61,35.16,0
31.56,8.17,47.36,0.22,-0.05,-0.89,1
33.08,4.82,127.08,-0.08,0.04,-0.51,0
31.18,6.65,75.21,-0.03,0.07,-1.25,1
26.51,7.6,51.49,0.27,0.09,1.89,1
28.95,8.32,49.86,-0.26,0.03,0.83,1
26.23,6.83,51.43,-2.39,-0.7,31.75,0
30.41,7.7,57.49,0.26,-0.01,1.4,1
23.89,4.64,85.01,-0.05,0.09,1.07,0
28.39,7.03,72.26,2.0,-0.69,15.72,0
25.04,7.36,43.98,-2.09,0.92,19.5,0
29.79,7.26,40.33,-1.67,-0.9,23.29,0
21.49,4.77,148.1,-0.02,-0.1,0.33,0
20.12,8.93,139.09,0.04,-0.07,1.03,0
36.04,10.14,97.92,0.3,-0.06,1.73,0
31.58,7.46,72.76,0.09,-0.06,-1.59,1
28.14,6.6,61.35,0.16,0.03,1.54,1
23.15,9.85,138.92,0.08,0.08,-1.51,0
29.74,8.04,46.16,2.98,-0.69,22.35,0
30.61,7.89,37.72,0.17,-0.02,1.72,1
28.52,7.63,76.55,0.17,0.09,0.68,1
30.79,7.97,64.77,2.58,0.73,36.26,0
30.49,7.41,40.49,-0.11,0.03,-0.51,1
22.8,4.33,97.47,0.24,0.08,-1.38,0
35.97,9.65,105.22,-0.13,0.06,-0.96,0
36.81,5.26,127.88,-0.17,0.01,-0.93,0
31.11,8.43,30.6,-0.07,0.06,0.65,1
30.77,6.79,38.95,3.0,-0.74,33.05,0
31.26,7.79,51.7,0.14,-0.05,0.6,1
31.52,7.63,44.41,-2.96,0.5,19.21,0
31.7,7.5,65.37,2.98,-0.54,26.66,0
27.04,8.21,40.46,-1.69,0.96,16.18,0
27.28,6.98,67.97,1.8,0.67,30.19,0
25.98,7.61,60.72,-2.14,0.51,25.31,0
25.19,8.21,72.86,1.53,-0.61,25.8,0
25.21,7.5,51.66,-2.56,0.95,20.45,0
29.11,7.04,39.03,-0.28,0.03,1.51,1
30.72,7.89,53.53,1.91,0.7,34.09,0
29.16,6.63,31.27,-0.19,0.09,-0.24,1
25.08,7.01,78.24,-0.08,-0.04,-0.72,1
25.77,8.5,33.95,0.3,0.01,-0.16,1
30.08,8.46,50.95,-0.19,0.07,-1.45,1
20.15,4.28,93.74,-0.24,-0.0,0.78,0
27.22,8.31,75.29,-0.25,0.03,-1.41,1
28.75,8.07,47.92,0.16,-0.05,0.43,1
30.11,7.46,40.46,0.17,0.04,-0.33,1
27.74,6.77,61.91,-0.12,-0.09,0.53,1
35.8,5.72,95.94,0.02,0.01,0.87,0
23.34,5.52,130.73,-0.04,0.09,0.38,0
30.95,6.62,71.04,-0.13,-0.07,-1.74,1
21.48,9.62,87.79,-0.26,0.05,-1.76,0
37.14,10.22,112.61,0.06,0.04,-1.35,0
27.91,6.62,71.96,-2.58,-0.82,24.19,0
30.72,7.54,42.63,-0.15,-0.0,-0.11,1
27.38,7.1,57.61,-0.05,-0.08,1.6,1
31.34,7.16,75.29,0.08,0.05,-0.56,1
20.11,5.03,148.25,0.0,0.09,1.01,0
31.93,8.17,39.02,-0.25,-0.02,0.97,1
22.05,9.97,112.91,0.09,-0.09,0.05,0
28.79,6.58,56.54,-0.27,-0.01,1.2,1
27.89,8.29,34.53,0.14,-0.03,1.72,1
25.91,8.35,53.7,-0.24,-0.07,1.22,1
25.51,6.9,60.63,-0.05,0.05,0.05,1
25.13,6.83,48.39,-0.25,0.03,-1.87,1
31.31,6.85,60.93,1.99,-0.65,30.94,0
21.68,5.68,123.04,0.22,-0.09,-1.17,0
25.69,8.01,60.63,-0.29,-0.02,-0.1,1
27.94,7.17,61.91,0.28,-0.0,0.8,1
25.82,7.53,51.16,-0.12,0.03,-1.28,1
31.79,7.92,37.32,0.21,-0.02,0.68,1
30.3,8.3,72.93,0.07,0.01,1.6,1
25.91,8.1,57.28,2.26,-0.83,35.18,0
26.37,8.41,38.71,-0.12,0.09,-1.65,1
29.31,8.41,50.6,-0.04,-0.09,1.47,1
25.11,8.11,69.61,0.06,-0.09,-0.8,1
29.49,7.17,35.54,0.19,0.04,0.84,1
22.71,9.84,86.91,0.08,-0.05,-0.22,0
26.94,7.4,38.48,-0.03,-0.08,0.53,1
28.77,6.79,56.92,0.08,0.05,0.56,1
25.95,6.85,79.75,-0.14,0.1,-1.75,1
25.07,7.63,59.39,-0.02,0.07,0.34,1
31.69,7.0,72.38,-2.04,-0.52,29.41,0
26.08,7.66,52.21,2.7,-0.92,31.66,0
29.89,7.14,75.4,-0.08,0.04,1.6,1
29.34,6.63,55.88,-0.29,-0.03,0.81,1
24.44,4.63,108.58,-0.25,-0.02,1.83,0
24.24,9.63,140.93,0.19,-0.02,0.97,0
31.47,7.21,32.35,-2.07,-0.85,26.35,0
32.98,5.01,98.01,-0.21,0.01,0.94,0
20.5,9.85,138.05,-0.04,-0.09,0.47,0
22.3,9.51,110.52,0.25,0.0,0.04,0
28.7,7.58,63.23,-0.03,0.04,-1.34,1
34.55,5.81,148.37,0.18,0.09,-1.37,0
29.21,8.27,79.38,-0.13,-0.01,-0.94,1
30.0,7.21,59.18,0.22,0.06,0.07,1
36.53,4.72,99.13,-0.2,0.01,0.11,0
20.39,9.92,92.93,0.26,0.01,-0.53,0
32.85,4.16,95.1,-0.26,-0.01,0.71,0
35.43,4.64,123.14,0.05,0.09,-1.32,0
30.93,7.9,34.3,0.09,0.02,-1.59,1
26.31,8.19,53.49,-0.09,-0.02,-0.68,1
36.92,9.4,100.64,-0.1,-0.05,1.14,0
25.73,6.82,56.35,-0.06,0.01,0.0,1
33.56,5.41,114.74,-0.28,-0.03,-1.67,0
24.25,5.91,95.16,-0.14,0.1,-0.89,0
28.16,8.3,66.06,-0.01,-0.05,0.5,1
27.24,7.0,47.51,0.29,0.07,1.36,1
27.39,7.43,38.11,2.35,0.61,25.54,0
29.96,7.9,70.62,0.16,-0.01,-1.04,1
34.74,4.68,99.94,-0.18,-0.07,-0.2,0
28.14,7.07,41.84,-0.05,0.01,1.8,1
25.66,7.11,58.86,-2.72,-0.82,28.72,0
30.45,6.77,57.31,-0.28,0.07,1.91,1
25.8,7.35,39.39,0.01,-0.05,1.61,1
27.9,6.76,64.93,0.06,0.04,-0.14,1
30.45,8.01,79.95,1.79,-0.72,36.28,0
20.32,9.03,117.09,-0.06,0.07,0.84,0
27.24,7.0,47.11,0.14,0.0,-1.35,1
26.58,7.58,34.82,-0.29,0.1,-1.49,1
30.25,7.68,36.02,0.19,0.02,-1.42,1
29.51,6.54,53.07,0.27,-0.0,-1.2,1
23.88,4.21,90.93,-0.12,0.07,-0.5,0
30.45,8.14,75.92,0.18,-0.04,-0.4,1
33.83,5.55,127.53,-0.18,0.05,-1.6,0
28.55,7.99,54.71,0.04,0.07,0.73,1
30.71,6.97,42.17,0.01,-0.07,-1.24,1
30.53,8.36,33.4,-1.77,-0.6,30.93,0
31.95,6.61,71.28,0.28,0.04,1.53,1
29.71,7.93,70.71,2.15,-0.74,31.19,0
36.55,5.85,103.86,0.0,-0.07,-1.77,0
30.36,8.19,74.09,0.13,0.02,-0.45,1
30.17,6.66,45.08,0.22,-0.04,1.67,1
26.78,7.33,71.93,0.14,-0.09,-0.68,1
28.53,7.84,68.11,1.83,-0.67,39.48,0
26.66,7.28,36.89,-2.49,-0.81,37.86,0
31.59,7.85,34.97,0.14,-0.08,-0.77,1
28.87,6.99,78.24,0.26,-0.07,-0.46,1
31.86,8.02,32.04,0.21,0.01,-0.24,1
20.71,5.92,141.13,-0.19,-0.01,-0.24,0
23.46,5.76,121.38,-0.2,-0.06,-0.61,0
31.0,7.92,63.51,-0.2,0.04,0.54,1
28.35,6.98,53.81,0.06,-0.05,1.74,1
31.34,7.57,79.38,0.03,-0.09,0.99,1
29.56,7.42,54.83,-0.3,0.07,-1.85,1
20.74,5.35,114.0,0.01,-0.05,1.22,0
32.74,4.86,125.23,0.26,-0.01,0.35,0
28.86,7.52,47.36,-0.3,0.09,0.95,1
34.11,9.87,128.46,-0.23,-0.01,-0.63,0
31.33,7.9,39.74,-0.01,-0.09,-0.21,1
26.01,6.88,36.86,-0.06,-0.09,-0.72,1
35.65,5.21,86.63,0.28,-0.09,0.21,0
23.19,4.74,94.41,-0.22,0.07,0.19,0
33.17,9.37,114.69,0.25,0.02,-1.06,0
31.11,7.03,72.9,-2.45,-0.72,27.41,0
30.9,8.17,32.68,2.81,0.61,17.27,0
25.07,8.48,30.94,0.11,0.05,-1.06,1
31.15,7.55,48.0,0.27,-0.01,1.5,1
34.07,10.18,101.33,-0.19,-0.07,-1.42,0
30.74,6.6,51.38,2.0,0.65,31.53,0
28.62,7.45,63.17,-0.09,-0.05,-0.44,1
37.26,4.2,97.12,-0.02,-0.1,-1.93,0
25.57,8.2,78.71,-2.89,-0.8,18.88,0
27.81,7.5,45.38,0.21,-0.02,0.59,1
28.13,8.4,52.34,-2.6,0.91,16.99,0
29.4,6.81,77.97,0.02,-0.09,1.83,1
33.94,10.08,142.26,-0.09,0.07,1.95,0
26.06,7.15,36.54,0.18,0.0,0.63,1
26.87,7.45,72.17,2.87,0.77,32.24,0
29.42,8.29,32.01,0.17,-0.1,1.33,1
25.22,7.35,61.43,0.24,0.08,1.27,1
20.06,8.96,143.17,-0.2,-0.06,-0.71,0
29.29,6.61,45.66,0.04,0.04,-0.07,1
27.48,8.26,61.05,-1.86,0.7,16.92,0
30.25,7.01,63.3,0.09,-0.1,-0.2,1
27.61,8.44,59.0,-1.56,0.94,30.61,0
30.4,8.0,37.56,0.15,0.03,-1.02,1
27.5,7.57,53.66,2.78,0.96,33.43,0
27.65,7.56,72.59,-0.22,0.02,-0.69,1
29.04,8.07,64.08,0.05,0.02,1.17,1
31.49,6.52,37.52,-0.04,-0.05,-0.08,1
30.6,8.38,65.86,0.1,0.06,-0.67,1
25.67,8.0,52.05,0.29,-0.04,-0.94,1
23.33,9.95,114.82,-0.13,0.09,0.36,0
29.67,7.59,56.93,0.13,0.05,-0.63,1
30.71,6.76,78.6,2.42,-0.86,32.74,0
21.45,5.46,99.32,-0.11,-0.05,1.13,0
27.4,7.76,50.72,0.27,-0.09,-1.71,1
27.62,8.27,40.99,-0.15,-0.04,0.8,1
22.57,5.39,146.35,0.19,-0.0,-1.46,0
28.49,8.25,35.4,0.19,0.09,-0.56,1
23.82,5.15,85.92,-0.1,0.05,-1.78,0
25.63,7.2,38.5,-0.16,0.1,-0.81,1
30.24,7.02,75.69,0.04,0.06,-0.97,1
24.09,5.69,121.85,0.23,-0.01,1.55,0
28.03,8.21,76.05,-0.08,0.05,1.61,1
31.88,7.94,46.06,-0.05,0.03,-0.79,1
26.22,6.87,51.29,-0.29,0.01,1.49,1
27.75,7.22,57.7,1.7,-0.78,29.8,0
26.93,6.83,74.35,2.63,-0.97,34.27,0
27.29,7.34,62.84,0.27,0.05,-1.51,1
20.19,9.17,100.75,-0.0,-0.08,-1.31,0
28.8,7.85,57.86,0.14,-0.04,0.36,1
26.99,6.77,54.93,-0.27,-0.02,-1.64,1
31.56,8.22,49.28,-0.13,0.07,0.46,1
28.42,6.87,50.99,0.12,-0.07,1.05,1
26.76,6.88,56.63,-0.21,-0.05,-1.25,1
