temperature,ph_level,turbidity,is_safe
31.61,7.88,46.6,1
27.55,10.39,68.55,0
27.21,7.78,48.4,1
30.2,8.09,46.25,1
28.08,7.59,44.03,1
26.16,7.75,100.08,0
28.45,8.25,56.61,1
28.96,7.87,98.97,0
33.01,8.17,30.55,0
29.25,6.84,51.22,1
34.33,4.07,61.12,0
20.82,6.62,54.54,0
30.18,8.42,34.56,1
32.76,6.9,49.11,0
36.66,7.27,50.52,0
31.72,6.54,58.56,1
25.22,6.98,67.3,1
26.41,6.92,30.62,1
31.33,7.28,72.87,1
29.69,6.53,73.85,1
26.61,8.45,63.44,1
29.36,6.7,45.62,1
31.13,5.33,50.79,0
27.66,7.33,41.89,1
26.88,8.08,35.25,1
31.76,8.06,66.71,1
30.29,7.36,40.24,1
33.8,5.16,33.2,0
26.7,8.48,118.7,0
28.13,7.35,45.8,1
28.46,7.68,62.79,1
26.43,7.85,48.51,1
33.13,4.24,34.12,0
31.53,7.0,60.59,1
27.74,6.99,45.31,1
33.24,6.78,61.16,0
31.67,7.24,45.46,1
25.27,9.82,68.05,0
30.84,7.73,39.4,1
26.66,7.4,62.95,1
27.35,5.33,54.48,0
26.02,8.39,71.58,1
36.92,4.11,56.26,0
29.63,7.59,47.36,1
29.79,6.6,50.46,1
26.14,7.16,44.11,1
31.89,7.58,35.37,1
26.59,6.66,79.13,1
31.4,7.92,40.57,1
28.33,6.95,61.83,1
27.66,7.37,55.17,1
28.55,8.4,66.2,1
27.38,7.65,34.68,1
36.32,4.12,68.2,0
30.25,9.04,60.26,0
30.13,7.73,58.9,1
27.38,6.87,57.17,1
21.25,8.38,79.84,0
31.99,6.51,127.54,0
28.98,6.62,57.73,1
30.87,7.79,104.1,0
30.51,6.8,48.1,1
27.58,7.28,71.9,1
28.39,7.74,30.68,1
20.23,8.06,79.5,0
28.43,6.09,42.6,0
30.23,7.24,67.34,1
30.61,6.96,71.03,1
29.97,6.93,56.34,1
30.44,7.3,137.46,0
31.22,7.64,54.63,1
35.78,6.15,34.96,0
31.64,9.84,53.73,0
31.61,8.24,57.35,1
22.78,6.69,79.44,0
30.11,7.94,65.2,1
29.5,6.74,78.85,1
25.2,7.87,65.77,1
26.11,6.88,111.65,0
28.04,6.59,60.88,1
33.04,7.67,33.77,0
31.86,9.18,53.12,0
30.48,7.83,41.12,1
27.62,7.95,63.6,1
33.27,8.29,49.22,0
31.55,6.92,70.04,1
31.18,7.43,46.73,1
33.47,7.69,68.36,0
25.01,5.63,78.89,0
34.23,5.2,55.03,0
28.04,10.35,63.91,0
31.81,6.65,30.92,1
33.27,7.75,73.84,0
28.84,6.7,32.44,1
30.33,6.52,65.38,1
29.09,7.24,78.61,1
26.69,7.83,41.21,1
29.14,8.41,114.91,0
26.39,6.71,39.34,1
29.41,6.99,64.6,1
30.36,7.81,61.28,1
31.04,8.36,56.6,1
29.57,6.6,33.43,1
31.25,7.93,141.4,0
25.17,5.37,78.42,0
24.37,6.59,40.79,0
29.04,7.11,68.82,1
26.26,6.75,75.34,1
26.75,6.72,46.35,1
25.6,8.26,60.48,1
31.17,6.89,51.36,1
25.49,10.18,73.13,0
33.03,8.48,49.68,0
31.9,5.4,35.91,0
29.41,8.0,75.1,1
29.78,8.12,64.1,1
32.97,4.55,70.84,0
25.93,7.12,61.97,1
29.24,6.94,53.19,1
26.26,8.44,54.76,1
34.03,6.91,77.44,0
31.8,7.1,30.36,1
28.1,7.85,64.48,1
26.37,7.91,68.88,1
36.77,5.57,75.02,0
28.48,8.47,41.37,1
27.89,7.66,31.42,1
30.55,8.46,34.83,1
27.69,8.41,79.19,1
30.74,6.67,39.62,1
23.27,7.99,43.42,0
27.95,8.02,74.34,1
31.36,7.97,72.83,1
25.93,7.26,42.81,1
27.03,6.75,34.22,1
31.53,7.58,118.1,0
34.64,8.0,39.21,0
32.58,5.53,76.56,0
28.56,8.06,57.95,1
30.34,7.53,54.7,1
27.43,10.04,66.18,0
30.66,8.05,50.57,1
34.22,5.15,42.69,0
27.32,7.72,71.27,1
35.67,4.86,35.41,0
28.3,8.2,77.44,1
27.32,6.52,63.8,1
25.17,7.49,72.96,1
25.21,8.31,57.01,1
27.44,6.57,51.85,1
28.53,7.7,47.6,1
34.13,7.38,55.16,0
30.16,6.58,66.57,1
25.68,7.85,140.75,0
25.13,7.3,36.14,1
28.88,7.75,46.38,1
37.98,4.02,79.54,0
28.6,6.93,79.48,1
33.02,8.09,58.09,0
34.46,6.8,43.19,0
27.37,8.11,38.07,1
31.23,7.14,54.76,1
27.81,7.77,60.68,1
31.94,8.46,68.16,1
31.73,7.78,60.84,1
31.87,6.56,45.68,1
21.37,6.81,43.47,0
22.57,7.37,39.34,0
25.97,6.7,67.2,1
20.58,7.66,58.49,0
27.64,7.47,63.42,1
26.94,7.37,65.8,1
29.89,7.91,68.09,1
27.52,7.14,31.71,1
27.04,7.42,143.5,0
29.08,7.27,56.93,1
31.96,7.87,51.27,1
31.99,8.36,66.38,1
36.06,4.06,74.29,0
31.56,6.75,76.92,1
30.17,7.31,35.98,1
29.34,6.72,65.57,1
30.94,7.82,98.44,0
28.55,7.38,32.82,1
27.4,7.01,73.0,1
25.47,8.02,49.19,1
25.48,7.39,76.35,1
35.43,7.78,57.14,0
25.78,7.85,42.78,1
31.58,7.54,39.15,1
26.21,8.46,38.44,1
26.51,9.33,76.39,0
31.57,7.53,79.34,1
25.27,6.92,52.27,1
36.48,7.85,37.25,0
28.85,7.06,72.78,1
25.42,8.35,58.87,1
33.24,4.42,38.12,0
35.75,8.1,67.26,0
36.45,6.99,30.23,0
31.78,6.97,41.91,1
25.98,4.17,59.27,0
28.63,10.28,78.2,0
25.84,8.47,39.25,1
29.48,5.88,50.34,0
25.36,6.93,57.08,1
27.95,7.35,56.51,1
32.68,6.13,78.24,0
25.57,7.88,61.6,1
36.03,7.04,35.19,0
30.52,7.09,79.91,1
28.73,7.76,58.25,1
29.31,7.52,30.98,1
26.21,7.78,50.77,1
31.69,7.47,75.06,1
35.63,4.23,66.01,0
23.96,8.49,77.29,0
35.38,7.12,52.21,0
26.6,8.28,46.12,1
31.47,7.87,74.2,1
26.07,8.37,73.12,1
30.79,7.43,50.15,1
30.24,6.59,58.84,1
33.77,5.39,30.99,0
34.64,5.31,61.09,0
30.69,8.36,47.56,1
25.02,8.03,48.58,1
31.36,7.61,110.57,0
31.01,7.46,41.97,1
25.65,7.92,46.43,1
25.19,7.44,61.29,1
26.14,8.47,74.5,1
27.71,5.09,75.39,0
25.76,7.06,52.98,1
32.94,7.3,61.83,0
30.95,8.38,40.47,1
28.5,9.09,55.33,0
28.73,9.56,79.02,0
21.72,8.09,65.79,0
30.87,5.58,76.43,0
26.63,7.01,140.58,0
25.71,6.99,30.57,1
29.06,7.99,57.36,1
36.97,6.02,74.17,0
29.72,6.88,70.98,1
28.71,7.52,97.88,0
31.75,7.26,43.08,1
26.07,8.21,45.76,1
37.26,7.72,49.61,0
30.76,8.1,79.15,1
28.5,8.03,50.19,1
33.19,5.81,45.74,0
28.48,7.28,36.66,1
34.37,5.43,35.81,0
29.74,7.33,72.91,1
30.34,6.93,78.7,1
27.92,8.35,70.11,1
28.65,7.85,63.63,1
26.55,6.56,70.56,1
25.63,8.37,66.77,1
31.43,6.97,72.36,1
27.61,8.17,50.31,1
25.95,6.57,41.41,1
35.44,6.05,73.06,0
25.53,7.02,70.28,1
30.02,8.14,74.88,1
30.68,9.59,73.65,0
28.44,7.58,78.47,1
28.71,8.44,74.38,1
29.71,8.01,62.02,1
27.25,7.43,33.81,1
27.14,4.08,35.7,0
35.51,6.03,35.26,0
30.28,6.65,75.86,1
26.95,10.05,40.77,0
29.93,7.81,71.49,1
26.33,9.62,78.48,0
29.96,7.25,35.55,1
27.04,6.58,55.7,1
31.7,8.39,36.01,1
27.47,8.32,46.98,1
25.34,4.98,60.32,0
30.49,6.6,69.22,1
26.63,8.42,66.22,1
29.18,7.53,124.63,0
37.67,6.02,31.69,0
25.11,7.66,74.75,1
31.79,6.9,45.83,1
34.59,4.44,62.54,0
28.6,7.75,49.88,1
21.8,7.04,72.79,0
37.3,7.75,34.75,0
27.51,7.45,57.99,1
26.01,8.27,45.27,1
34.41,6.65,54.05,0
31.36,7.45,71.57,1
31.96,7.5,38.75,1
25.75,6.76,55.14,1
27.95,8.47,51.45,1
30.05,9.34,64.51,0
29.18,6.65,76.01,1
22.27,7.75,45.7,0
28.43,8.22,100.86,0
30.4,7.11,88.08,0
29.06,7.9,66.48,1
27.65,10.13,77.43,0
28.02,8.23,50.43,1
25.93,6.99,140.71,0
25.56,7.1,31.03,1
31.63,7.53,76.5,1
30.11,8.27,75.25,1
28.69,7.81,51.79,1
25.48,7.54,63.58,1
23.17,7.05,34.44,0
25.79,7.13,59.94,1
27.19,10.42,79.97,0
31.87,8.24,31.8,1
22.68,7.36,65.72,0
34.75,5.44,41.53,0
25.04,8.43,75.31,1
26.01,7.07,51.51,1
28.88,4.19,68.29,0
31.17,8.1,44.89,1
26.58,10.47,72.46,0
29.28,7.89,45.05,1
29.93,6.83,79.63,1
31.69,8.29,44.52,1
36.17,6.16,69.95,0
25.64,7.72,43.77,1
27.56,9.29,62.45,0
36.32,7.87,61.52,0
34.14,5.5,30.2,0
28.21,8.18,42.72,1
26.73,7.46,64.0,1
28.33,8.41,40.21,1
36.27,5.21,60.24,0
30.69,7.88,71.35,1
29.31,7.54,32.25,1
37.28,4.74,78.11,0
35.53,4.34,52.26,0
28.71,8.34,34.6,1
25.33,10.06,75.97,0
25.32,7.38,66.48,1
26.79,7.28,44.28,1
26.03,7.01,44.44,1
38.0,6.55,36.19,0
28.89,7.9,43.08,1
27.6,6.83,32.95,1
30.64,7.5,138.87,0
32.91,4.85,49.89,0
25.06,7.49,64.98,1
29.9,7.85,37.15,1
27.11,6.99,76.89,1
28.76,7.16,57.76,1
25.02,7.38,37.88,1
26.89,7.45,47.92,1
26.69,6.94,67.26,1
34.78,7.81,69.58,0
30.92,7.83,90.17,0
25.62,6.78,46.97,1
29.87,8.38,64.62,1
27.34,8.38,67.06,1
31.2,7.2,31.22,1
33.24,5.24,72.84,0
26.81,7.45,40.03,1
31.09,7.9,74.31,1
20.51,8.36,48.6,0
28.73,8.27,55.8,1
25.04,7.65,68.06,1
28.4,8.12,105.99,0
31.24,10.04,67.11,0
25.36,6.5,131.14,0
25.05,8.34,74.84,1
27.45,7.14,72.92,1
34.28,4.73,62.95,0
28.26,7.01,54.34,1
25.47,6.58,101.25,0
26.04,8.4,99.96,0
37.96,5.18,56.94,0
29.41,8.23,56.44,1
30.59,6.65,44.41,1
28.07,8.26,50.85,1
34.61,6.81,56.43,0
20.1,7.46,51.97,0
37.88,4.5,37.6,0
28.28,6.79,51.85,1
22.84,6.71,63.45,0
31.86,8.4,31.26,1
30.89,5.45,57.34,0
25.02,7.17,74.64,1
25.07,8.99,77.83,0
29.5,6.89,38.5,1
37.63,5.82,78.39,0
28.63,7.53,69.17,1
30.53,7.81,68.25,1
31.9,7.72,41.56,1
35.31,7.7,39.98,0
27.77,6.64,134.55,0
26.91,8.89,64.82,0
26.48,7.6,41.54,1
27.68,7.15,60.74,1
30.5,6.52,43.84,1
25.24,6.84,48.44,1
29.72,7.99,55.13,1
26.57,8.35,75.97,1
30.47,7.23,45.19,1
29.2,7.92,50.98,1
26.21,8.5,63.89,1
27.76,7.76,78.95,1
35.92,4.06,30.41,0
29.27,6.8,76.12,1
33.08,7.98,33.63,0
31.55,8.49,47.08,1
26.58,7.6,65.74,1
29.59,8.09,74.16,1
25.83,8.35,37.49,1
25.81,7.6,50.7,1
29.83,7.8,43.61,1
31.44,8.23,59.15,1
29.79,9.7,76.83,0
26.99,7.39,31.89,1
31.87,6.83,42.23,1
28.69,6.56,47.69,1
26.12,7.17,58.13,1
27.79,7.26,110.4,0
25.63,8.36,39.44,1
30.93,7.24,54.37,1
36.25,4.71,79.69,0
27.82,8.93,39.1,0
29.94,7.94,75.42,1
31.8,4.18,41.87,0
32.97,7.14,38.46,0
28.39,6.82,62.5,1
31.79,4.1,68.35,0
31.23,7.56,66.3,1
30.59,7.13,79.25,1
30.09,7.71,98.85,0
26.09,7.13,54.42,1
34.14,6.02,58.41,0
24.21,6.59,39.61,0
25.53,8.48,53.72,1
27.84,8.89,78.9,0
31.47,7.96,74.73,1
25.76,10.41,75.18,0
26.59,6.6,107.65,0
31.68,7.5,71.96,1
30.67,6.76,87.32,0
26.57,8.13,46.0,1
26.66,8.24,129.32,0
31.91,8.15,79.26,1
30.47,6.94,61.19,1
25.11,8.35,74.15,1
29.07,7.87,46.95,1
25.01,7.23,55.39,1
26.46,6.75,34.01,1
33.6,5.97,46.6,0
22.74,7.02,46.74,0
23.9,7.44,73.04,0
27.0,7.41,34.97,1
25.84,9.16,42.28,0
22.73,6.62,34.39,0
33.68,7.42,44.27,0
29.99,7.03,41.76,1
22.01,7.78,40.56,0
28.07,7.22,119.36,0
26.31,7.74,74.18,1
34.06,5.95,41.45,0
33.77,5.73,35.87,0
25.38,7.82,41.34,1
29.35,6.52,72.83,1
27.76,7.29,56.0,1
26.39,7.32,41.94,1
36.57,7.17,62.59,0
25.42,10.29,53.55,0
28.48,7.82,43.04,1
26.62,6.97,49.5,1
30.75,6.56,72.95,1
26.71,6.99,48.47,1
26.06,6.08,49.77,0
25.83,7.51,52.49,1
29.65,6.86,41.29,1
25.57,7.48,35.63,1
29.89,7.94,119.56,0
31.02,7.9,51.67,1
30.88,6.59,47.63,1
35.08,5.28,53.1,0
26.63,6.9,60.6,1
26.8,6.77,75.85,1
27.79,8.38,58.51,1
30.8,5.66,62.81,0
36.18,8.41,57.37,0
30.57,8.12,67.92,1
26.69,7.12,126.29,0
29.82,6.68,41.5,1
29.86,9.87,30.94,0
27.31,8.28,104.06,0
29.17,8.13,30.1,1
25.38,6.57,66.11,1
28.41,6.52,69.67,1
20.37,6.82,30.24,0
28.76,7.2,50.21,1
26.09,8.22,58.46,1
31.42,7.58,33.78,1
27.36,7.23,41.78,1
30.59,7.85,44.46,1
26.59,5.5,75.97,0
26.11,6.88,45.77,1
28.82,7.51,32.25,1
28.14,7.2,50.87,1
34.67,5.55,69.37,0
29.3,6.75,58.11,1
27.91,7.62,54.71,1
21.67,7.08,53.36,0
29.88,8.31,40.4,1
29.77,10.05,50.39,0
31.38,8.32,37.67,1
25.95,6.8,62.67,1
27.41,8.46,66.31,1
28.88,7.8,70.6,1
28.42,7.12,48.39,1
29.35,7.45,65.56,1
30.48,7.89,135.63,0
30.86,7.0,68.16,1
37.12,4.37,76.61,0
30.9,7.9,47.97,1
30.24,7.71,41.77,1
28.54,6.56,51.73,1
25.38,6.9,61.56,1
29.33,7.62,51.84,1
25.29,7.73,34.84,1
29.35,7.39,58.7,1
27.03,7.82,68.45,1
28.99,5.48,58.67,0
27.65,7.53,47.05,1
30.05,7.31,73.43,1
26.65,7.55,55.38,1
29.39,7.67,34.27,1
30.13,8.16,49.22,1
21.75,7.04,45.31,0
37.29,4.71,51.62,0
37.19,4.67,60.32,0
27.93,8.32,79.56,1
25.43,7.29,147.61,0
30.16,7.65,129.22,0
31.69,7.53,70.42,1
26.85,9.75,79.94,0
36.39,4.36,62.5,0
27.65,6.69,48.52,1
26.09,7.95,63.29,1
27.58,8.1,129.04,0
29.32,7.33,63.49,1
33.39,6.73,65.65,0
37.08,5.54,79.01,0
30.81,7.29,50.12,1
25.79,6.78,47.04,1
29.33,8.18,36.47,1
27.32,7.86,71.63,1
35.54,7.39,57.43,0
25.19,7.46,65.91,1
27.18,6.59,65.05,1
30.52,8.27,79.41,1
34.66,5.87,67.13,0
35.82,6.2,58.04,0
31.55,7.1,66.42,1
28.39,7.12,59.11,1
25.57,8.19,46.09,1
25.49,7.87,75.37,1
27.98,7.63,50.27,1
25.33,7.63,62.21,1
31.07,9.09,79.98,0
30.62,8.28,43.06,1
32.58,5.18,75.94,0
29.35,7.89,57.65,1
28.84,9.98,36.63,0
33.07,6.98,77.39,0
29.14,7.42,75.16,1
27.15,7.72,44.23,1
26.51,6.84,73.67,1
27.9,7.28,47.25,1
28.7,5.66,58.1,0
29.58,7.73,43.9,1
31.07,8.02,32.72,1
36.27,4.72,70.49,0
25.61,6.74,66.35,1
22.37,7.12,71.79,0
28.8,7.31,30.78,1
36.0,7.7,58.8,0
35.33,8.35,78.29,0
30.14,6.87,38.8,1
33.32,8.3,65.93,0
28.58,9.33,78.19,0
26.83,7.56,43.95,1
26.67,7.13,53.57,1
34.11,4.53,38.13,0
25.77,7.39,78.49,1
27.04,7.55,63.91,1
29.92,8.3,58.95,1
28.06,7.2,56.23,1
30.93,7.4,75.4,1
29.75,8.29,35.43,1
28.93,6.97,58.66,1
31.99,7.91,54.83,1
27.15,6.76,61.17,1
25.24,4.64,71.21,0
29.31,7.3,44.41,1
37.57,5.44,72.23,0
25.03,6.92,55.76,1
28.44,6.87,40.91,1
25.91,7.44,46.2,1
26.9,9.35,44.99,0
36.57,8.35,41.34,0
28.18,5.95,48.92,0
27.36,8.21,52.03,1
27.66,7.31,65.36,1
37.92,4.47,78.63,0
29.82,8.35,97.17,0
31.86,6.95,50.57,1
30.0,7.06,72.51,1
26.65,8.41,52.54,1
29.64,7.61,66.43,1
25.7,7.61,101.76,0
27.97,7.35,32.98,1
27.98,7.33,61.46,1
22.63,8.44,37.47,0
37.06,4.27,46.01,0
29.16,7.05,78.08,1
26.93,7.06,48.75,1
30.01,4.75,73.96,0
28.53,6.61,44.13,1
29.25,4.9,41.48,0
25.61,8.45,56.27,1
28.62,7.42,36.93,1
29.32,8.46,78.89,1
27.65,7.58,43.99,1
28.02,8.19,48.11,1
32.86,4.26,50.95,0
30.61,8.34,51.48,1
21.84,6.56,32.77,0
27.86,7.33,42.2,1
25.44,8.04,44.49,1
28.58,8.05,64.51,1
25.91,7.21,50.66,1
26.36,8.18,45.05,1
27.51,7.36,101.85,0
28.59,6.81,45.75,1
25.91,7.22,144.31,0
22.98,7.81,70.92,0
24.33,7.13,46.04,0
29.54,8.03,59.88,1
29.84,7.29,52.25,1
36.28,7.5,39.93,0
31.27,7.17,57.5,1
30.1,9.73,34.91,0
33.23,6.53,38.51,0
30.31,6.81,51.33,1
29.98,7.01,42.81,1
29.42,7.2,73.35,1
30.71,6.98,72.57,1
25.32,7.94,30.46,1
29.12,6.99,71.14,1
30.71,6.53,42.71,1
20.04,7.64,31.71,0
27.06,8.41,63.16,1
36.95,5.93,46.6,0
29.02,7.03,76.27,1
27.45,8.47,86.36,0
29.96,4.86,73.4,0
30.77,4.86,34.19,0
33.67,8.0,53.02,0
28.26,6.64,67.13,1
29.67,8.37,78.53,1
26.9,7.57,32.3,1
27.28,7.65,66.8,1
29.53,7.25,59.87,1
25.55,6.67,71.7,1
26.56,7.87,49.73,1
30.79,6.69,34.77,1
31.59,7.23,40.04,1
28.12,9.88,31.0,0
29.99,10.37,33.06,0
25.56,7.57,77.73,1
28.51,7.09,62.59,1
31.18,7.01,56.3,1
27.91,8.16,45.41,1
27.93,7.0,53.81,1
27.59,6.85,48.85,1
25.04,8.06,129.97,0
27.47,7.45,62.19,1
28.65,6.83,35.38,1
37.37,4.24,42.12,0
27.63,6.79,39.22,1
26.64,6.55,46.04,1
26.57,6.84,36.69,1
37.41,7.04,53.99,0
29.84,7.97,54.4,1
27.45,7.14,37.16,1
26.32,6.62,30.91,1
35.34,4.38,67.6,0
29.37,6.72,77.76,1
29.2,8.42,110.49,0
32.57,4.23,42.63,0
31.54,7.48,38.95,1
27.8,8.15,31.77,1
30.01,6.66,46.0,1
31.36,8.4,124.42,0
28.36,6.96,44.86,1
31.99,8.44,65.25,1
28.19,8.49,33.85,1
26.46,6.84,77.08,1
30.41,6.77,59.42,1
31.82,6.63,51.73,1
31.89,8.25,129.98,0
31.33,5.72,58.89,0
37.3,4.86,51.81,0
25.57,6.81,33.54,1
25.98,8.27,43.62,1
25.66,6.94,50.84,1
30.05,6.68,52.82,1
29.63,7.16,31.95,1
35.27,6.9,60.75,0
36.05,6.92,44.72,0
30.46,8.17,64.45,1
32.81,7.05,66.1,0
29.15,6.6,49.23,1
29.8,7.1,85.14,0
27.48,8.25,53.42,1
25.16,7.68,41.89,1
36.73,5.24,30.69,0
29.3,7.31,72.86,1
28.01,7.93,51.46,1
33.16,4.82,55.54,0
26.11,8.18,143.83,0
27.7,7.43,42.47,1
29.72,7.86,69.53,1
36.12,5.45,50.2,0
33.23,7.12,44.72,0
31.0,8.39,39.82,1
29.29,7.36,67.08,1
31.59,5.07,63.27,0
30.86,7.0,49.72,1
30.4,8.06,70.57,1
29.33,6.67,39.07,1
25.62,7.23,39.07,1
29.3,7.27,32.51,1
36.07,6.19,71.76,0
29.57,6.6,72.84,1
25.65,7.54,121.2,0
29.89,8.38,107.75,0
27.98,6.58,70.88,1
25.6,6.83,62.35,1
31.01,7.49,60.35,1
35.76,6.93,66.82,0
31.78,7.99,75.68,1
31.73,7.74,56.77,1
30.02,7.84,78.34,1
25.96,6.92,52.44,1
26.01,8.43,45.56,1
25.25,10.32,53.09,0
24.26,6.77,41.71,0
26.83,6.85,55.95,1
30.7,7.13,35.13,1
27.54,8.26,71.64,1
26.93,8.04,61.36,1
25.28,6.96,39.38,1
30.38,6.56,74.46,1
34.23,8.43,45.79,0
36.0,5.05,45.58,0
30.7,6.89,72.58,1
31.49,7.93,33.61,1
33.55,7.62,74.46,0
37.5,6.99,51.78,0
25.66,5.43,38.32,0
25.44,6.82,65.88,1
34.39,4.67,70.61,0
31.5,6.81,44.42,1
28.03,6.51,31.72,1
30.47,7.9,41.75,1
29.34,7.25,146.12,0
29.0,7.26,65.97,1
29.95,7.44,115.76,0
30.45,6.62,33.23,1
31.08,7.66,41.32,1
31.2,7.44,62.76,1
25.27,7.25,46.56,1
29.33,8.25,30.78,1
26.0,6.98,32.57,1
37.81,5.55,39.53,0
25.91,7.06,64.97,1
30.19,8.04,43.29,1
30.17,6.73,66.02,1
28.6,7.17,58.65,1
34.51,7.46,67.8,0
26.5,7.8,32.44,1
31.86,6.73,79.75,1
36.93,4.08,34.0,0
28.24,6.9,75.49,1
34.19,6.15,33.85,0
36.51,5.76,79.9,0
27.27,10.36,43.87,0
28.51,7.88,51.38,1
28.41,8.4,36.41,1
31.13,7.47,64.34,1
30.21,9.88,37.91,0
30.25,6.93,41.55,1
27.36,8.3,128.43,0
31.04,8.05,61.62,1
30.54,6.51,76.72,1
26.31,7.23,128.02,0
26.48,7.28,49.05,1
30.76,9.25,69.07,0
31.21,7.3,79.52,1
23.9,7.9,74.44,0
28.7,7.98,33.28,1
33.71,5.57,74.46,0
27.92,6.91,75.53,1
29.19,8.47,133.57,0
36.55,6.51,60.44,0
27.52,7.8,73.67,1
25.7,8.44,52.65,1
31.75,8.81,34.03,0
29.06,7.68,46.71,1
28.3,5.22,69.25,0
28.8,7.06,47.12,1
31.05,6.78,30.32,1
31.58,9.63,73.86,0
34.63,4.45,77.39,0
28.72,7.92,74.66,1
30.41,7.39,59.61,1
25.86,6.62,52.32,1
28.06,7.71,49.03,1
30.32,7.74,43.04,1
27.64,6.82,41.93,1
27.53,6.77,64.14,1
26.34,8.9,37.11,0
29.05,6.99,36.34,1
30.46,6.65,142.68,0
27.09,7.81,72.82,1
25.26,6.89,118.24,0
31.92,9.98,72.07,0
25.47,7.62,41.86,1
26.8,5.5,48.3,0
28.81,6.77,76.54,1
27.64,6.77,48.45,1
29.44,7.66,61.46,1
30.56,6.92,30.09,1
25.96,7.55,96.75,0
27.6,9.29,68.97,0
36.56,5.19,59.95,0
29.13,5.07,41.34,0
31.6,7.92,37.15,1
28.74,8.41,40.55,1
25.03,6.58,76.04,1
25.39,7.17,37.31,1
29.03,7.31,113.59,0
31.23,7.87,77.77,1
37.04,6.8,33.91,0
30.94,7.94,112.84,0
23.57,8.42,45.37,0
29.57,7.48,43.37,1
22.34,6.71,50.44,0
26.7,7.03,44.02,1
27.27,6.79,67.67,1
31.6,6.88,124.96,0
25.3,7.7,128.85,0
31.67,7.46,52.89,1
27.43,6.87,53.91,1
25.25,7.94,76.99,1
20.31,8.3,54.48,0
28.44,8.02,68.49,1
27.5,6.65,57.17,1
28.59,7.77,78.93,1
25.85,7.65,63.73,1
31.1,6.74,78.16,1
25.83,6.71,42.05,1
27.52,8.36,65.87,1
31.92,7.56,41.53,1
25.28,6.8,47.56,1
34.7,7.43,42.48,0
32.79,6.68,46.08,0
26.62,8.12,138.78,0
30.82,8.17,30.48,1
35.47,4.8,69.21,0
30.25,8.25,44.89,1
37.46,6.06,58.2,0
27.7,7.53,51.83,1
27.77,7.04,36.18,1
31.58,7.76,75.99,1
28.98,6.83,34.64,1
26.82,6.81,52.71,1
33.64,5.88,30.51,0
25.28,7.57,42.9,1
21.51,7.24,51.0,0
31.43,7.21,62.44,1
26.98,10.17,31.24,0
25.0,8.23,125.19,0
35.69,7.36,52.85,0
29.64,7.25,69.42,1
26.84,7.3,79.02,1
25.16,7.38,65.58,1
32.0,7.54,64.51,1
29.17,6.74,45.41,1
28.97,6.75,68.31,1
31.43,6.92,58.4,1
29.44,6.74,46.85,1
26.37,7.93,31.06,1
26.11,8.24,58.72,1
28.97,8.04,45.72,1
25.52,7.94,70.36,1
29.1,6.75,35.79,1
22.79,7.88,68.97,0
36.72,4.48,64.22,0
27.52,7.95,32.34,1
30.3,7.87,70.2,1
29.05,6.73,75.83,1
27.88,4.45,44.95,0
28.28,6.02,77.0,0
27.09,7.39,40.16,1
31.75,7.97,33.5,1
37.67,5.56,36.5,0
31.6,6.68,30.52,1
31.23,7.85,32.69,1
26.17,8.47,55.61,1
25.29,6.6,35.81,1
22.88,8.27,52.85,0
25.56,6.67,41.22,1
31.01,4.98,36.08,0
27.5,7.15,77.47,1
20.62,7.95,77.67,0
27.88,7.12,40.01,1
28.99,7.28,67.73,1
35.6,7.07,50.46,0
31.8,7.65,66.03,1
20.98,8.22,50.02,0
26.09,6.98,47.64,1
27.27,6.86,45.35,1
33.71,4.4,66.81,0
30.33,7.57,34.88,1
27.68,8.08,68.4,1
26.94,7.49,46.42,1
29.55,7.37,57.51,1
25.32,7.19,93.37,0
31.09,6.79,77.73,1
27.18,7.12,75.54,1
33.58,4.84,32.57,0
31.83,7.51,75.68,1
27.9,7.17,110.54,0
33.33,6.01,73.47,0
30.03,7.7,61.57,1
29.15,7.49,78.29,1
33.32,6.7,37.4,0
26.69,6.55,49.86,1
31.22,8.14,65.67,1
31.84,7.09,65.37,1
31.48,7.95,36.12,1
34.44,8.06,36.91,0
35.51,4.58,62.61,0
30.17,6.89,65.79,1
31.74,6.55,48.82,1
26.69,7.78,95.97,0
26.59,9.27,37.57,0
25.44,8.41,34.42,1
31.14,6.95,77.67,1
28.97,6.88,51.64,1
20.97,7.39,51.45,0
31.32,6.95,55.02,1
29.11,10.07,31.04,0
29.25,7.01,46.58,1
35.4,8.02,50.0,0
30.03,6.95,43.95,1
22.16,8.12,73.96,0
29.48,6.84,31.78,1
29.98,8.31,105.97,0
31.55,8.25,91.43,0
31.32,8.02,113.33,0
27.58,6.54,42.56,1
26.72,7.6,98.88,0
34.67,8.28,60.75,0
26.89,6.9,123.13,0
30.22,7.4,41.58,1
30.3,7.07,91.76,0
28.99,7.31,105.19,0
29.89,6.78,59.11,1
25.07,7.01,73.36,1
25.54,7.41,149.17,0
25.79,6.95,48.27,1
26.55,6.55,41.94,1
27.36,6.76,57.43,1
30.53,7.45,39.54,1
26.54,7.29,63.93,1
25.26,7.0,69.36,1
29.37,7.39,53.03,1
30.0,6.6,33.19,1
25.76,7.35,60.08,1
26.0,7.74,74.43,1
26.33,6.7,140.93,0
30.48,8.03,52.95,1
36.18,7.11,54.56,0
20.37,6.85,79.53,0
