temperature,ph_level,turbidity,temp_delta,ph_delta,turb_delta,is_safe
27.69,7.37,2.2,-0.19,-0.02,-0.1,1
26.0,6.85,12.0,0.14,0.0,2.6,1
27.17,6.89,9.9,0.04,0.0,-1.4,1
30.12,7.06,13.4,0.61,0.01,0.0,1
29.81,7.35,10.0,0.23,0.02,0.9,1
26.29,7.1,8.4,-0.14,0.03,0.2,1
26.16,7.36,6.2,0.03,0.01,-0.7,1
27.12,7.35,6.4,-0.13,-0.02,0.3,1
26.21,6.88,4.5,0.85,0.07,-0.7,1
26.46,7.11,5.2,-0.06,0.01,-0.2,1
26.58,6.99,13.8,0.13,-0.01,-2.3,1
31.88,7.23,15.5,0.21,0.1,1.8,0
28.3,7.26,5.6,-0.12,-0.01,-0.2,1
27.69,6.88,19.0,-0.31,0.06,-0.1,1
29.56,6.59,21.3,0.0,0.18,1.6,0
27.75,7.21,11.5,-0.19,-0.03,0.7,1
25.62,7.03,4.1,0.95,0.02,-0.5,1
28.68,7.41,5.8,0.15,0.0,-0.1,1
27.62,6.86,9.5,-0.05,-0.04,0.4,1
27.79,7.13,3.6,-0.19,-0.02,0.0,1
28.37,7.05,13.6,0.19,-0.05,-1.0,1
32.26,7.2,11.1,-0.07,0.01,-0.4,0
27.45,7.14,9.0,0.15,0.03,0.9,1
27.6,6.78,25.0,-0.13,-0.01,0.7,0
25.95,6.77,12.9,-0.02,-0.08,1.1,1
30.16,7.01,11.0,-0.1,0.01,-0.1,1
27.4,7.2,11.3,0.11,0.04,4.0,1
26.88,7.16,6.5,-0.03,-0.01,0.4,1
26.14,7.21,4.9,-0.02,-0.06,-1.3,1
29.17,7.37,9.7,-0.12,0.08,0.3,1
28.18,8.03,16.5,-0.06,0.1,0.3,0
29.39,7.37,7.9,-0.08,-0.09,-0.6,1
30.87,7.11,14.0,-0.24,0.02,0.2,1
28.35,6.81,13.4,0.14,0.0,-0.3,1
26.42,7.19,18.6,-0.04,0.01,-2.1,1
28.13,7.25,5.2,-0.17,-0.01,-0.4,1
25.82,6.68,13.6,-0.09,0.0,0.2,1
27.17,6.55,18.7,-0.43,-0.06,1.3,1
28.67,6.75,17.7,0.06,0.0,0.9,1
26.77,6.97,8.0,0.09,0.0,0.1,1
26.51,7.3,21.3,-0.01,0.05,1.1,1
27.21,6.69,14.5,-0.17,-0.03,1.1,1
27.34,7.03,12.6,-0.21,0.08,0.6,1
29.26,7.13,8.8,-0.13,-0.03,0.1,1
28.51,7.24,8.3,-0.2,0.07,0.6,1
30.62,7.47,5.3,-0.23,-0.01,-0.1,1
28.72,7.26,10.6,-0.09,0.05,2.5,1
28.19,7.2,3.7,-0.12,0.03,0.9,1
30.3,7.36,8.9,0.03,0.02,-0.1,1
26.6,7.02,23.5,0.04,0.02,-0.9,0
27.85,7.47,7.2,-0.18,0.0,-0.3,1
30.42,7.54,4.4,-0.29,-0.01,-0.6,1
26.89,7.21,5.8,-0.11,-0.03,0.5,1
26.85,7.18,7.6,0.05,-0.09,-1.3,1
31.91,7.38,6.5,-0.24,0.01,0.2,0
26.66,7.11,18.3,-0.07,0.02,-2.3,1
26.56,7.33,2.0,-0.12,-0.03,-1.1,1
32.74,7.31,8.1,0.04,0.01,-0.5,0
28.27,7.03,9.7,0.14,0.03,3.4,1
27.22,7.35,20.1,0.01,0.02,-2.2,1
27.5,7.08,9.7,0.1,0.05,-1.0,1
29.02,7.3,5.0,-0.13,0.0,-0.9,1
26.6,7.21,4.0,0.0,0.04,-0.2,1
32.49,7.12,11.5,0.34,0.04,0.0,0
32.41,7.2,11.9,0.42,0.03,-0.4,0
27.55,7.02,9.5,0.1,0.0,0.7,1
30.15,7.5,4.2,-0.04,0.02,0.0,1
31.28,7.29,8.5,-0.03,-0.02,0.3,1
27.45,7.22,22.6,-0.01,0.04,0.6,0
26.32,7.32,2.9,-0.05,0.02,-0.3,1
27.31,7.4,3.2,-0.2,0.01,0.8,1
28.37,7.01,17.2,0.65,-0.02,-0.5,1
28.32,7.25,6.9,0.19,0.01,0.7,1
27.09,7.19,15.0,-0.2,-0.06,1.0,1
29.34,7.01,12.5,0.11,0.07,0.4,1
29.04,6.88,15.4,0.11,-0.08,-0.6,1
28.13,7.04,12.1,-0.21,0.0,-0.3,1
28.59,7.09,9.0,-0.06,-0.07,0.4,1
27.32,6.77,16.0,0.08,0.0,-1.0,1
27.77,7.07,12.2,-0.1,0.01,-0.1,1
29.08,6.96,15.4,0.07,0.0,-1.1,1
27.45,6.85,18.6,-0.13,-0.07,3.2,1
29.63,7.39,8.1,-0.04,0.01,-0.7,1
30.26,7.36,3.3,0.09,0.0,-1.5,1
25.69,7.27,2.7,-0.28,-0.02,0.4,1
28.2,7.07,8.9,0.32,0.08,0.1,1
27.5,6.51,16.0,-0.06,-0.02,-0.1,1
29.0,7.31,12.0,0.02,0.0,-0.6,1
27.59,7.0,10.1,-0.16,-0.02,-0.3,1
28.5,7.38,4.0,-0.19,-0.01,0.3,1
28.54,7.28,10.3,-0.27,0.05,-1.1,1
28.67,6.5,17.9,0.03,0.0,0.6,1
27.8,7.0,15.7,0.01,0.01,0.6,1
26.18,7.22,5.4,-0.04,0.05,-1.0,1
29.57,7.01,16.9,-0.3,0.0,-1.0,1
31.81,7.04,14.6,0.15,0.09,-0.3,1
27.48,6.77,14.8,0.17,-0.06,-1.3,1
30.24,7.28,10.6,0.11,-0.03,0.3,1
28.15,7.33,5.9,-0.15,-0.01,0.5,1
28.85,7.17,10.7,0.11,0.0,-0.1,1
30.52,7.35,6.8,-0.21,-0.01,0.2,1
26.96,7.0,8.5,0.04,0.01,-0.6,1
30.22,7.32,10.3,0.17,-0.02,0.2,1
27.52,6.67,15.7,0.2,-0.1,-0.3,1
30.28,6.87,16.3,-0.24,0.02,0.3,1
27.41,7.2,7.2,0.09,0.03,0.4,1
28.29,6.56,15.8,0.46,-0.06,0.2,1
28.57,6.68,17.9,0.28,0.06,-0.8,1
25.83,7.28,9.0,0.0,-0.03,1.7,1
26.26,6.88,12.9,0.18,0.0,-1.4,1
26.84,7.12,10.6,-0.24,0.05,0.4,1
28.52,7.34,8.7,0.05,0.0,0.5,1
26.38,7.12,12.1,-0.3,0.04,1.0,1
27.74,6.61,17.6,0.03,-0.02,-0.2,1
26.71,6.98,7.0,0.06,-0.01,0.0,1
28.41,7.42,4.7,0.03,0.02,-0.6,1
30.16,7.15,11.4,-0.04,0.04,-1.3,1
30.16,7.23,7.4,0.07,-0.08,2.0,1
27.67,7.15,5.5,0.16,-0.03,-0.7,1
27.61,6.87,16.2,-0.21,0.05,-0.8,1
26.19,6.99,9.4,-0.22,0.01,0.2,1
27.68,6.82,34.5,0.18,0.03,-0.4,0
29.83,6.88,10.7,0.24,0.0,-0.7,1
28.3,7.27,9.5,-0.06,0.03,-1.8,1
26.72,7.11,4.1,-0.23,-0.06,0.2,1
27.5,6.83,10.5,0.11,0.01,-0.5,1
25.74,7.19,6.4,0.02,-0.01,-0.6,1
27.72,6.84,12.9,-0.44,-0.04,0.1,1
27.49,7.38,4.7,-0.08,-0.06,1.3,1
27.15,7.26,3.5,0.01,0.01,-0.4,1
28.24,7.09,12.8,0.42,0.02,-0.8,1
27.89,6.97,12.6,-0.27,0.01,0.4,1
31.11,7.07,10.7,0.32,0.07,0.6,1
31.03,7.32,8.9,-0.22,0.0,-0.1,1
30.72,7.3,7.1,-0.06,-0.01,-0.3,1
29.01,6.82,17.8,0.04,0.0,-0.5,1
26.87,7.06,24.6,-0.28,-0.04,1.7,0
29.81,7.37,14.4,0.16,0.0,-0.4,1
29.23,6.62,20.1,0.21,0.02,-0.1,1
30.8,7.23,9.9,0.47,0.03,0.8,1
27.78,6.91,9.4,0.06,-0.01,-0.1,1
26.92,6.47,20.9,0.03,0.0,0.3,0
26.78,7.37,5.3,0.16,-0.02,0.6,1
27.22,7.04,22.1,0.04,-0.02,2.0,1
26.61,7.17,5.2,0.18,0.02,0.7,1
29.4,6.9,13.6,0.14,0.01,0.6,1
26.18,6.6,15.8,0.11,0.01,0.4,1
30.22,7.31,8.5,0.05,0.06,-0.9,1
26.19,6.72,14.3,-0.02,0.0,-0.4,1
30.0,7.42,6.3,0.3,-0.03,1.0,1
29.95,6.88,14.4,-0.18,0.01,-1.1,1
26.19,7.0,9.8,-0.11,0.03,-0.7,1
28.83,6.61,17.1,0.2,-0.05,0.8,1
28.21,7.11,19.6,-0.1,-0.01,-1.0,1
29.58,7.51,17.3,-0.29,0.02,-0.7,1
27.23,7.22,3.6,0.06,0.0,-0.4,1
27.17,6.87,8.2,-0.16,0.05,-0.8,1
26.33,6.99,13.4,0.02,-0.04,1.1,1
28.12,7.17,10.8,-0.02,0.01,-0.5,1
27.78,7.0,17.6,-0.26,0.05,0.1,1
29.63,7.44,5.5,-0.02,0.13,-0.1,1
29.47,7.21,10.9,-0.02,0.01,-0.7,1
26.34,7.21,8.1,0.0,0.04,-1.2,1
26.32,7.12,7.2,-0.04,-0.03,0.3,1
26.67,7.1,10.0,0.12,-0.03,-1.6,1
30.66,6.98,12.8,-0.17,-0.06,0.3,1
25.64,6.74,13.3,0.09,-0.08,-1.6,0
30.98,6.65,18.5,-0.07,0.0,0.2,1
26.84,6.78,12.4,0.05,0.0,0.2,1
30.73,7.36,6.6,0.15,0.02,0.2,1
29.75,6.68,17.1,0.02,0.01,0.6,1
29.45,6.95,13.6,-0.28,-0.1,0.2,1
28.0,7.24,6.0,0.08,-0.01,0.6,1
26.85,6.95,29.4,0.02,-0.01,0.7,0
28.41,6.92,9.8,-0.05,0.02,-0.6,1
29.01,6.71,18.2,-0.25,-0.01,0.4,1
30.08,6.85,45.3,0.21,-0.05,27.7,0
27.14,6.97,13.0,0.12,-0.03,-1.3,1
35.46,6.76,20.1,5.14,0.05,-0.1,0
26.76,6.79,17.3,-0.22,0.03,2.4,1
31.68,7.35,7.7,-0.14,0.07,0.8,1
30.7,6.92,10.8,0.46,0.06,-0.7,1
26.82,7.17,6.5,-0.01,0.03,-0.3,1
28.5,6.69,19.7,0.24,0.01,-0.2,1
25.84,7.24,7.8,0.17,-0.03,0.4,1
28.48,7.4,6.4,-0.04,-0.03,0.7,1
26.73,6.66,16.3,0.02,0.07,0.0,0
31.88,7.0,12.7,0.01,-0.01,-0.4,1
26.62,7.1,5.5,-0.28,-0.05,0.0,1
27.75,7.29,6.1,-0.06,0.01,-0.5,1
27.37,7.17,20.4,0.61,0.01,-0.4,1
30.13,7.18,9.9,0.27,0.09,-1.2,1
27.64,6.78,10.3,0.0,0.03,-0.4,1
30.18,6.69,18.3,-0.03,0.01,-0.7,1
25.97,7.07,8.8,-0.08,0.05,-0.4,1
27.45,6.97,11.2,-0.11,-0.01,0.5,1
31.91,7.17,11.7,-0.12,0.01,-0.6,1
26.45,6.85,10.9,0.27,-0.01,0.2,1
29.69,6.82,16.6,-0.09,0.08,-0.1,1
30.31,6.89,18.7,-0.01,-0.01,0.4,1
28.23,7.14,10.3,-0.08,-0.01,0.5,1
31.98,7.26,5.7,0.2,-0.01,-1.0,0
30.02,7.46,6.0,0.14,-0.02,0.1,1
26.0,6.97,11.2,0.06,-0.01,-0.5,1
31.01,6.65,18.8,0.23,0.04,0.3,1
28.45,7.05,5.3,0.29,-0.01,-0.4,1
28.29,7.34,6.5,0.19,0.0,3.6,1
27.05,6.94,8.1,0.01,0.01,-0.7,1
28.57,6.71,17.2,0.04,-0.05,-0.2,1
30.27,7.37,9.4,-0.42,0.03,3.6,1
26.68,6.73,12.1,-0.13,-0.05,-0.5,1
29.7,7.24,7.2,0.19,-0.03,0.7,1
28.47,6.84,17.0,-0.61,0.03,-1.5,1
30.56,6.67,18.1,0.0,0.0,0.6,1
29.07,7.05,12.6,0.26,0.03,-1.4,1
27.01,6.89,10.0,0.07,0.01,0.5,1
28.32,7.05,9.2,0.04,-0.03,0.6,1
27.14,6.63,15.5,-0.18,0.01,-0.5,1
27.58,6.74,15.2,0.24,-0.02,0.0,1
30.86,6.65,18.8,-0.12,0.0,0.3,1
25.68,7.08,10.6,-0.14,0.02,-0.2,1
30.3,6.98,11.4,-0.11,0.0,0.6,1
28.47,6.67,16.6,0.14,-0.02,0.2,1
25.42,7.09,11.0,-0.04,-0.02,0.1,0
27.34,6.49,3.4,0.11,0.15,0.0,1
31.09,6.94,17.5,0.0,-0.04,1.1,1
30.05,7.31,10.7,0.03,0.03,0.2,1
27.55,6.9,11.4,0.18,0.0,0.0,1
28.59,7.09,8.4,0.12,-0.03,-0.1,1
26.13,7.35,6.9,0.03,0.0,-1.7,1
26.91,6.64,15.5,0.44,-0.02,0.4,1
26.91,6.95,12.1,-0.25,-0.02,0.5,1
27.86,6.69,18.2,-0.18,0.0,-0.5,1
27.94,7.49,5.6,-0.16,-0.05,-0.5,1
29.18,6.88,16.7,0.05,0.0,-0.7,1
31.08,7.3,12.2,-0.2,0.01,3.7,1
29.97,7.48,4.4,-0.18,0.02,0.1,1
28.34,6.95,13.9,-0.12,0.03,0.0,1
26.56,6.61,13.7,-0.07,-0.02,-0.5,1
27.72,6.56,14.1,0.0,0.02,-0.4,1
26.48,7.25,6.2,-0.09,0.0,0.2,1
25.83,7.29,6.1,-0.28,-0.03,-0.1,1
26.24,6.83,14.2,-0.46,0.01,0.0,1
27.08,6.92,14.5,-0.23,0.08,-1.5,1
29.95,7.23,9.5,0.26,0.02,-0.5,1
27.38,7.19,13.3,0.39,-0.02,2.3,1
29.27,6.94,8.5,-0.73,0.01,-0.1,1
27.48,6.95,9.1,-0.07,0.0,-11.2,1
29.95,7.1,13.5,0.19,0.02,-0.2,1
26.5,7.3,15.1,0.14,0.0,-0.7,1
29.88,7.26,16.0,-0.16,-0.02,2.1,0
27.93,6.82,16.8,-0.12,-0.03,0.1,1
29.66,7.41,6.3,0.27,-0.01,-0.2,1
28.0,6.82,19.1,0.23,0.0,-0.4,1
32.15,7.08,11.5,0.12,0.04,-0.5,0
28.09,6.95,11.7,-0.25,0.0,-2.2,1
28.79,6.53,20.4,0.26,-0.02,1.5,1
26.7,6.7,14.5,0.19,-0.03,0.9,1
28.14,7.21,23.5,-0.69,0.02,-0.2,0
25.77,6.36,16.8,-0.15,-0.06,-0.6,1
27.17,6.97,11.0,-0.22,-0.05,-0.4,1
28.44,7.25,6.7,-0.04,0.05,-0.7,1
28.17,7.42,6.0,-0.18,-0.02,-0.4,1
26.13,7.07,11.2,-0.31,-0.02,-0.5,1
28.29,6.79,16.4,-0.09,0.04,-1.0,1
29.49,6.61,25.6,-0.31,-0.07,-0.4,0
26.75,7.11,5.9,-0.15,0.1,1.2,1
28.09,7.05,12.9,0.02,0.02,0.2,1
26.13,6.67,13.3,0.02,-0.02,-0.5,1
28.16,7.9,17.6,-0.02,-0.13,1.1,1
31.63,7.37,6.5,-0.21,0.01,1.2,0
30.78,7.38,5.6,-0.05,0.01,-2.4,1
29.32,6.72,16.1,0.32,-0.01,-0.4,1
30.1,7.04,11.2,-0.05,-0.03,0.0,1
28.95,6.93,14.5,0.05,0.01,-0.9,1
28.4,7.11,12.4,-0.28,0.01,0.9,1
28.3,7.22,29.6,-0.13,0.04,-1.2,0
27.46,7.22,13.6,0.41,0.03,-0.4,1
28.79,7.23,8.2,-0.27,-0.01,-0.5,1
26.35,7.05,12.7,0.17,0.02,0.4,1
29.53,7.06,11.2,-0.19,0.01,-0.1,1
29.04,7.1,11.6,-0.15,0.03,1.1,1
26.44,7.01,6.9,0.27,-0.02,-0.4,1
27.69,7.3,3.3,-0.11,0.0,0.2,1
27.35,7.27,3.3,0.2,0.01,-0.2,1
28.76,7.18,9.1,0.06,-0.01,-1.2,1
27.67,7.79,7.0,-0.17,0.56,-2.0,0
26.02,7.05,17.2,0.19,0.01,-2.9,0
26.29,7.12,14.5,0.09,0.0,-1.4,1
29.91,7.59,3.4,-0.15,0.02,0.5,1
27.85,7.21,9.7,-0.13,0.01,-0.3,1
30.05,7.49,5.0,0.25,0.03,-0.6,1
28.16,6.94,16.5,0.48,0.01,2.5,1
27.02,6.73,20.2,-0.17,-0.04,-0.1,1
27.91,6.58,16.8,0.21,0.0,-0.2,0
29.71,7.04,16.9,-0.23,-0.03,2.8,1
28.3,6.91,14.3,-0.13,0.0,-0.2,1
26.17,7.14,7.9,0.12,-0.03,0.6,1
27.85,7.02,15.7,-0.04,-0.03,-1.2,1
26.01,7.19,4.5,-0.2,-0.02,0.3,1
30.02,6.75,23.5,-0.08,0.0,2.5,0
27.09,7.01,13.9,-0.08,0.0,1.5,1
28.81,7.66,16.7,-0.12,0.3,1.4,1
25.85,7.13,4.6,-0.18,-0.04,-0.3,1
28.92,7.29,12.0,0.15,0.02,-0.3,1
29.74,7.43,3.2,0.1,-0.05,-2.6,1
27.29,7.04,13.0,0.21,0.02,1.1,1
31.39,7.06,15.5,-0.07,0.01,0.0,1
30.21,6.68,19.0,-0.12,0.01,-0.3,1
27.61,6.58,20.4,0.17,0.01,-0.5,1
28.96,6.67,16.3,0.27,0.04,-0.4,1
30.39,6.98,18.8,-0.09,0.03,1.1,1
30.97,7.33,9.1,-0.14,0.04,1.1,1
30.25,6.93,8.8,3.24,-0.02,0.5,0
28.4,7.23,6.5,-0.15,-0.04,-0.5,1
26.6,7.04,6.9,0.06,0.04,-0.9,1
29.51,7.43,7.1,-0.23,0.03,0.0,1
26.57,6.7,16.2,0.01,0.01,-1.2,1
30.37,5.61,6.9,-0.33,-1.87,-0.3,0
31.71,6.86,18.3,0.23,0.1,-0.6,1
29.83,7.2,11.7,0.12,0.01,0.9,1
26.9,7.15,4.3,0.14,-0.03,0.2,1
27.5,7.06,4.0,0.42,0.02,0.1,1
28.77,6.65,34.1,0.0,0.04,3.1,0
30.65,7.33,6.5,0.11,-0.03,-0.6,1
29.65,6.97,16.1,-0.37,0.01,0.0,1
31.4,6.95,11.1,-0.16,-0.02,-0.5,1
29.94,7.15,10.8,-0.25,0.0,-0.3,1
28.81,7.22,7.3,0.11,-0.02,-0.3,1
26.8,7.25,5.9,0.34,0.06,-1.9,1
27.56,6.84,14.3,-0.25,0.05,-0.3,1
32.62,7.36,4.2,-0.09,0.03,0.1,0
29.21,7.26,6.6,-0.01,-0.08,0.4,1
28.02,7.01,11.0,-0.09,0.03,-0.2,1
29.62,7.01,11.8,0.22,-0.01,-1.1,1
26.78,6.65,13.7,0.0,0.0,-0.5,1
27.86,7.14,10.6,0.13,-0.01,0.8,1
29.11,7.32,10.0,0.19,0.11,1.0,1
28.95,6.77,17.7,-0.06,0.02,-2.6,1
25.02,7.27,3.7,-0.18,-0.03,0.2,1
26.0,6.94,6.9,-0.18,-0.01,-1.5,1
29.62,7.18,9.8,-0.07,0.0,-0.2,1
26.5,6.96,13.9,2.27,0.01,2.0,0
28.61,7.22,27.3,-0.31,0.02,-0.1,0
27.34,5.66,16.0,0.11,-0.11,0.8,0
25.6,7.17,3.9,0.13,0.03,0.5,1
31.37,6.49,21.8,-0.05,0.0,0.3,0
28.3,7.34,5.4,-0.01,0.01,0.0,1
26.93,6.64,20.6,0.28,0.02,-0.2,1
27.2,6.84,12.2,0.14,-0.05,1.0,1
26.74,7.16,8.1,-0.08,-0.03,-0.6,1
30.23,7.09,13.6,-0.2,0.01,-0.3,1
26.88,6.99,22.4,-0.08,0.01,2.5,0
28.1,7.02,11.8,0.24,-0.01,-0.2,1
32.03,6.99,12.7,-0.09,0.01,-0.9,1
27.88,6.99,8.8,-0.17,-0.04,-0.2,1
26.56,7.07,5.6,0.14,-0.02,-1.5,1
29.97,6.95,16.9,-0.05,0.07,-0.1,1
32.3,7.36,7.2,-0.05,-0.02,1.5,0
25.94,7.13,14.7,0.03,-0.02,-1.4,1
28.81,7.25,10.3,0.05,0.07,1.2,1
29.02,7.28,6.4,-0.11,0.02,-0.9,1
29.68,6.89,16.1,0.06,0.02,0.5,1
27.71,7.24,6.0,-0.14,-0.03,-0.3,1
26.06,6.79,12.2,-0.07,0.01,-1.1,0
29.73,7.13,19.0,-0.3,-0.02,1.0,1
30.14,7.07,12.9,0.19,-0.03,-0.6,1
26.26,6.82,17.4,-0.05,-0.02,-0.5,1
26.89,6.95,12.6,-0.16,0.03,0.5,1
27.14,7.09,9.2,0.1,0.06,0.2,1
27.73,6.75,20.3,-0.14,0.02,2.6,1
30.06,7.11,11.3,0.45,0.02,1.7,1
29.76,7.03,15.0,0.07,-0.04,1.5,1
27.62,7.09,15.3,-0.38,0.01,3.0,1
29.69,7.08,21.0,-0.14,0.0,-3.0,1
28.76,7.33,5.1,0.11,0.0,-1.2,1
27.12,6.94,11.9,-0.04,-0.05,1.0,1
27.02,6.84,14.8,0.11,-0.06,3.8,1
25.94,6.59,15.5,0.14,-0.01,0.8,1
29.71,7.0,14.9,-0.13,-0.01,-0.1,1
28.28,6.98,14.5,0.17,-0.02,-1.6,1
29.3,6.99,14.2,0.14,0.05,0.5,1
29.39,6.76,14.0,-0.02,-0.04,0.2,1
26.54,7.17,8.5,-0.02,0.01,-0.2,1
29.99,7.58,3.1,0.04,0.01,-0.7,1
30.2,7.34,5.6,0.28,0.01,0.6,1
27.9,7.47,3.9,0.0,0.02,-1.0,1
27.17,7.0,11.6,0.03,-0.06,0.7,1
29.78,7.39,5.3,0.05,-0.02,0.1,1
32.1,7.04,12.9,-0.07,0.0,-0.8,1
27.85,6.98,23.4,0.14,0.02,1.6,0
27.19,6.9,3.6,0.21,0.0,0.2,1
27.36,6.75,15.5,-0.2,0.03,-0.3,1
30.11,6.71,29.3,-0.26,-0.05,2.7,0
27.06,7.14,8.2,0.07,-0.01,-2.1,1
27.36,7.37,7.3,-0.09,0.0,0.3,1
28.19,6.81,14.8,0.5,-0.01,-1.0,1
28.64,6.93,14.1,-0.13,-0.01,1.8,1
27.33,6.94,9.7,-0.03,0.0,-1.9,1
26.02,7.16,7.1,0.14,0.01,0.0,1
26.48,6.76,12.7,-0.26,-0.03,-0.5,1
29.95,7.12,17.7,0.03,-0.09,-0.8,1
25.98,7.2,3.1,-0.19,0.02,-0.8,1
27.25,7.33,15.6,-0.12,-0.02,-0.2,1
27.62,6.84,15.8,0.14,0.07,1.0,1
26.48,7.08,8.1,0.04,0.07,1.2,1
28.6,6.93,15.3,0.2,0.05,-0.9,1
30.13,7.4,10.6,-0.13,-0.02,1.0,1
28.87,7.35,5.5,-0.54,0.03,-0.2,1
30.34,7.19,13.8,0.11,0.02,-1.3,1
28.65,7.33,6.3,-0.22,-0.02,0.8,1
28.63,7.1,11.4,-0.17,-0.03,0.8,1
26.04,6.77,13.5,-0.22,0.0,0.5,1
29.01,6.75,20.3,0.39,-0.02,1.2,1
26.94,6.52,18.9,0.24,0.01,-0.8,1
28.31,7.24,4.2,0.28,-0.03,1.0,1
27.31,7.04,10.7,0.1,-0.02,-1.5,1
30.15,7.04,11.8,0.16,0.01,0.2,1
28.87,7.32,7.1,-0.03,0.0,0.2,1
29.91,7.25,13.2,0.04,0.04,0.1,1
26.52,7.25,20.2,0.02,0.01,3.1,1
26.98,6.79,16.5,0.21,-0.04,-0.7,1
26.74,7.02,3.9,-0.5,-0.03,-0.1,1
28.46,6.56,17.9,-0.33,0.0,-1.3,1
27.1,6.48,20.6,0.18,0.01,-0.3,0
28.77,6.62,30.7,0.0,-0.01,0.4,0
29.24,6.53,22.5,-0.08,0.03,0.8,0
29.63,6.95,11.3,-0.14,0.03,0.8,1
26.11,6.63,12.5,0.33,0.03,-2.0,1
26.64,7.05,5.6,0.17,-0.07,-0.1,1
26.51,7.29,16.8,-0.23,0.06,0.5,1
27.51,6.59,20.6,0.34,0.01,-0.8,1
27.57,6.76,15.2,-0.24,0.07,0.3,1
27.45,7.25,20.8,-0.08,-0.01,0.0,0
27.28,6.79,17.9,0.1,0.01,1.9,1
28.66,6.92,14.2,0.06,-0.01,-1.1,1
28.92,7.33,6.8,0.13,0.05,0.0,1
26.6,7.14,6.1,-0.15,0.0,-0.5,1
26.22,6.68,29.1,0.07,-0.01,0.7,0
31.09,7.02,18.9,0.0,0.0,1.9,1
28.11,6.74,14.7,0.06,-0.05,-0.2,1
28.57,7.36,4.7,0.07,0.01,-0.1,1
28.8,7.06,11.0,0.25,0.01,-1.0,1
28.17,6.79,19.5,0.08,0.08,-0.2,1
26.56,6.96,12.3,0.04,-0.01,2.0,1
32.0,6.77,17.1,0.17,-0.02,-0.1,1
25.72,6.82,11.2,-0.26,0.02,0.5,1
26.11,7.13,5.3,-0.05,-0.02,-0.8,0
25.72,6.82,12.2,-0.08,0.0,0.7,0
25.96,6.65,15.3,-0.12,-0.01,0.3,1
29.72,6.84,15.6,-0.35,0.03,-1.2,1
25.92,6.81,17.0,0.15,0.06,-0.6,1
30.08,7.21,10.0,-0.13,-0.02,-0.6,1
28.76,7.25,6.8,0.24,0.0,0.0,1
27.07,6.7,14.7,0.15,0.0,0.0,1
26.51,6.77,20.8,-0.1,0.01,0.1,1
27.48,6.64,17.9,-0.15,-0.03,-0.2,1
26.95,7.21,5.9,0.15,-0.04,0.0,1
27.86,6.85,15.1,-0.06,0.01,-7.2,1
29.11,7.06,9.4,-0.09,-0.03,0.1,1
30.76,7.44,4.7,0.23,-0.01,-0.3,1
26.93,6.98,9.2,-0.39,0.0,-0.8,1
26.84,7.06,15.0,0.23,0.01,-0.9,1
27.58,6.83,20.5,-0.05,0.03,-0.6,1
25.85,6.73,12.8,-0.25,-0.01,0.2,0
30.99,7.16,11.1,0.04,0.05,0.0,1
29.41,6.78,21.6,-0.13,-0.05,6.3,0
26.62,6.83,22.0,-0.5,-0.02,1.2,0
27.98,7.03,6.9,-0.05,0.06,1.8,1
31.01,6.87,14.3,-0.07,-0.05,-1.5,0
28.49,6.83,15.1,0.04,0.01,0.0,1
27.76,6.76,20.3,0.07,0.05,0.0,1
29.03,7.3,10.2,0.47,0.0,-1.4,1
30.87,7.13,9.6,0.16,0.0,-0.4,1
25.4,7.05,8.8,0.04,0.01,1.4,1
26.9,6.51,17.4,-0.16,-0.1,-0.4,0
30.5,7.35,10.2,0.03,0.0,-0.2,0
29.22,7.53,7.4,0.04,-0.09,-0.4,1
25.79,6.7,10.6,0.26,0.05,-3.1,1
28.34,7.34,5.2,-0.09,0.01,-0.2,1
28.12,7.05,10.2,-0.03,-0.02,0.0,1
25.93,7.18,6.8,0.19,-0.01,0.4,1
26.96,7.15,11.3,-0.17,-0.01,0.3,1
27.89,7.3,5.0,-0.09,0.0,-0.2,1
28.63,6.7,16.6,0.16,0.01,-0.2,1
27.03,6.97,8.2,0.36,0.0,1.2,1
25.49,6.99,11.3,0.1,-0.01,-1.0,0
30.05,6.88,17.3,0.18,0.04,-0.3,1
27.42,6.63,16.3,-0.02,0.04,-1.9,1
27.86,7.25,7.5,-0.02,0.02,1.0,1
27.86,7.22,8.9,0.12,0.02,-0.4,1
27.04,6.87,29.5,-0.09,0.0,0.6,0
28.06,7.23,9.9,-0.2,0.06,-0.5,1
25.91,6.72,12.2,0.11,-0.07,-0.5,1
28.7,7.24,7.6,0.02,-0.02,1.0,1
32.63,7.26,7.3,0.05,-0.03,-0.6,0
30.23,7.17,15.1,0.19,-0.03,-0.2,1
25.97,7.29,3.2,0.07,0.02,0.5,1
27.55,7.18,7.8,-0.06,0.01,1.2,1
30.92,6.62,20.3,0.41,0.01,0.5,1
26.54,6.68,16.7,0.0,-0.02,0.2,1
28.2,7.14,15.0,0.28,-0.05,-1.3,1
30.4,7.25,8.2,0.35,0.0,-1.1,1
25.41,7.18,3.9,-0.14,0.02,-0.4,1
30.19,7.07,9.6,-0.46,-0.04,-0.1,1
28.04,7.3,9.1,-0.06,0.04,-0.6,1
28.23,7.05,21.3,0.08,-0.01,0.8,1
31.99,7.01,12.7,-0.11,-0.03,-0.2,1
27.35,6.82,10.4,0.12,0.0,0.4,1
